,Lichtblick Liste,RoWo Liste,Firmenname,Stromkennzeichnung Atom,Kohle,Erdgas,sonst. Fossil,EEG Strom,Erneuerbare Energien,Check,Kohle und sonst. Fossile Energieträger,Stromeinkauf (ohne EEG) Atom,Kohle2,Erdgas2,sonst. Fossil 2,Erneuerbare Energien 2,Kohle und sonst. Fossile Energieträger 2,CO2 Emmision (g/KWh),Atommüll (g/kWh),Tatsächlicher CO2-Ausstoß (Stromeinkauf) ohne EEG,Link,Anmerkungen,Adresse,PLZ,Stadt,URL,Kontakt     (nur relevante Anbieter),RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
548,True,True,Städtische Werke Borna GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-borna.de/privatkunden_stromkennzeichnung.html,nicht aktuell,,,,,,A,x,,,,,,,,,
549,True,True,Städtische Werke Magdeburg GmbH & Co. KG,7.80%,21.40%,5.00%,5.20%,47.70%,12.90%,100.00%,31.60%,14.91%,40.92%,9.56%,9.94%,24.67%,60.42%,229.0,0.0002,437.858508604207,https://www.sw-magdeburg.de/privatkunden/produkte/strom/infos-zur-stromherkunft/stromherkunft.html,,Am Alten Theater 1,39104,Magdeburg,https://www.sw-magdeburg.de/privatkunden/startseite.html,,A,x,,,,x,,,,,
550,True,True,Städtische Werke Spremberg (Lausitz) GmbH,8.90%,31.30%,5.80%,0.50%,52.90%,0.60%,100.00%,37.60%,18.90%,66.45%,12.31%,1.06%,1.27%,79.83%,349.0,0.0002,740.976645435244,https://www.swspremberg.de/elektroenergie/informationen/stromkennzeichnung/detail/131,,Lustgartenstraße 4a,03130,Spremberg,https://swspremberg.de/,,A,x,,,,x,,,,,
551,True,True,Stadt- und Überlandwerke GmbH Lübben,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-luebben.de/,nicht vorhanden,Bahnhofstraße 30,15907,Lübben,https://www.stadtwerke-luebben.de ,,A,x,,,,x,,,,x,
552,True,True,Stadt- und Überlandwerke GmbH Luckau-Lübbenau,6.80%,23.70%,15.40%,0.40%,52.90%,0.80%,100.00%,39.50%,14.44%,50.32%,32.70%,0.85%,1.70%,83.86%,289.0,0.0002,613.588110403397,https://www.suell.de/de/Stromkennzeichnung-Jahr-2017.pdf,,Am Bahnhof 2,15926,Luckau,https://www.suell.de/,,A,x,,,,x,,,,x,
553,True,True,Stadtwerk am See GmbH & Co. KG,7.00%,23.60%,7.40%,1.20%,45.60%,15.20%,100.00%,32.20%,12.87%,43.38%,13.60%,2.21%,27.94%,59.19%,273.0,0.0002,501.83823529411796,https://www.stadtwerk-am-see.de/pdf/stromkennzeichnung.pdf,,Kornblumenstr. 7/1,88046,Friedrichshafen,https://www.stadtwerk-am-see.de/de/index.php,,A,x,,,,,,,,,
554,True,True,Stadtwerke Aalen GmbH,6.10%,24.70%,11.30%,1.10%,52.90%,3.90%,100.00%,37.10%,12.95%,52.44%,23.99%,2.34%,8.28%,78.77%,269.0,0.0002,571.125265392781,https://www.sw-aalen.de/strom/stromkennzeichnung,,Im Hasennest 9,73433,Aalen,https://www.sw-aalen.de/,,A,x,,,,x,,,,,
555,True,True,Stadtwerke Achim AG,5.60%,20.40%,11.70%,1.00%,52.90%,8.40%,100.00%,33.10%,11.89%,43.31%,24.84%,2.12%,17.83%,70.28%,254.0,0.0002,539.27813163482,https://www.stadtwerke-achim.de/de/Kopfnavigation/Veroeffentlichungspflichten1/Veroeffentlichungspflichten/Stromkennzeichnung-2017.pdf,,Gaswerkstr.7,28832,Achim,https://www.stadtwerke-achim.de/,,A,x,,,,x,,,,,
556,True,True,Stadtwerke Ahaus GmbH,9.60%,31.30%,2.90%,0.40%,52.90%,2.90%,100.00%,34.60%,20.38%,66.45%,6.16%,0.85%,6.16%,73.46%,,,0.0,https://www.stadtwerke-ahaus.de/tarife-preise/strom/,FEHLER Umweltbelastungen,,,,,,A,x,,,,,,,,,
557,True,True,Stadtwerke Ahlen GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-ahlen.de/privatkunden/strom/agb-und-strom-infos/stromkennzeichnung,nicht aktuell,,,,,,A,x,,,,,,,,,
558,True,True,Stadtwerke Ahrensburg GmbH,5.40%,16.20%,6.22%,0.92%,52.94%,18.33%,100.01%,23.34%,11.47%,34.42%,13.22%,1.95%,38.95%,49.60%,159.0,0.0001,337.866553336167,https://www.stadtwerke-ahrensburg.de/de/Strom/Stromkennzeichnung/,,Lohe 1,22926,Ahrensburg,https://www.stadtwerke-ahrensburg.de/,,A,x,,,,x,,,,,
559,True,True,Stadtwerke Altdorf GmbH,3.70%,10.80%,4.20%,1.10%,53.90%,26.30%,100.00%,16.10%,8.03%,23.43%,9.11%,2.39%,57.05%,34.92%,294.0,0.0001,637.744034707159,https://www.stadtwerke-altdorf.de/strom/stromkennzeichnung.html,FEHLER mit EEG,Hersbrucker Straße 6a,90518,Altdorf,https://www.stadtwerke-altdorf.de/,,A,x,,,,x,,,,,
560,True,True,Stadtwerke Altensteig,6.00%,28.50%,9.00%,1.10%,52.90%,2.50%,100.00%,38.60%,12.74%,60.51%,19.11%,2.34%,5.31%,81.95%,326.0,0.0002,692.1443736730362,https://www.stadtwerke-altensteig.de/de/Geschaeftskunden/Strom/Stromkennzeichnung,,Jahnstraße 13,72213,Altensteig,https://www.stadtwerke-altensteig.de/de/Privatkunden,,A,x,,,,x,,,Grünstrom (nicht Gold),,
561,True,True,Stadtwerke Amberg Versorgungs GmbH,7.30%,21.10%,13.30%,1.00%,52.00%,5.30%,100.00%,35.40%,15.21%,43.96%,27.71%,2.08%,11.04%,73.75%,256.0,0.0002,533.333333333333,https://www.stadtwerke-amberg.de/files/STROM/Stromkennzeichnung/Stromkennzeichnung_AM%20%C3%96ko%20Strom%202017_.pdf,,,,,,,A,x,,,,,,,,,
562,True,True,Stadtwerke Andernach Energie GmbH,4.30%,15.10%,3.50%,0.00%,52.90%,24.20%,100.00%,18.60%,9.13%,32.06%,7.43%,0.00%,51.38%,39.49%,167.0,0.0001,354.5647558386409,https://www.stadtwerke-andernach-energie.de/strom/baeckerjungenstrom/stromkennzeichnung/,,Läufstraße 4,56626,Andernach,https://www.stadtwerke-andernach-energie.de/,,A,x,,,,x,,,,,
563,True,True,Stadtwerke Annaberg-Buchholz Energie AG,7.70%,23.50%,14.70%,1.40%,52.50%,0.10%,99.90%,39.60%,16.21%,49.47%,30.95%,2.95%,0.21%,83.37%,301.0,0.0002,633.684210526316,https://swa-b.de/files/swab/content/images/strom/stromkennzeichnung_2017_SWAB_Deutschland_web.jpg,,,,,,,A,x,,,,,,,,,
564,True,True,Stadtwerke Annweiler,8.60%,28.60%,8.40%,1.30%,52.90%,0.20%,100.00%,38.30%,18.26%,60.72%,17.83%,2.76%,0.42%,81.32%,323.0,0.0002,685.774946921444,https://www.stadtwerke-annweiler.de/stromkennzeichnung.html,,Saarlandstr. 13,76855,Annweiler,https://www.stadtwerke-annweiler.de/startseite.html,,A,x,,,,x,,,,,
565,True,True,Stadtwerke Ansbach GmbH,3.00%,8.70%,2.90%,0.40%,52.90%,32.00%,99.90%,12.00%,6.37%,18.47%,6.16%,0.85%,67.94%,25.48%,99.0,0.0001,210.19108280254798,https://www.stwan.de/Privatkunden/Strom/Stromkennzeichnung/,,Rügländer Straße 1a,91522,Ansbach,https://www.stwan.de/,,A,x,,,,x,,,,,
566,True,True,Stadtwerke Arnsberg Vertriebs und Energiedienstleistungs GmbH,3.00%,9.00%,9.00%,1.00%,51.00%,27.00%,100.00%,19.00%,6.12%,18.37%,18.37%,2.04%,55.10%,38.78%,135.0,0.0001,275.510204081633,https://www.stadtwerke-arnsberg.de/energie/strom-so-nah/stromkennzeichnung.html,,Niedereimerfeld 22,59823,Arnsberg,https://www.stadtwerke-arnsberg.de/,,A,x,,?,,,,,TÜV,,
567,True,True,Stadtwerke Arnstadt GmbH,2.40%,10.40%,10.10%,0.40%,52.90%,23.80%,100.00%,20.90%,5.10%,22.08%,21.44%,0.85%,50.53%,44.37%,135.0,0.0001,286.624203821656,https://www.sw-arnstadt.de/arnstrom/allgemeine-informationen/,,Elxlebener Weg 8,99310,Arnstadt,https://www.sw-arnstadt.de/,,A,x,,,,x,,,,,
568,True,True,Stadtwerke Aschersleben GmbH,4.60%,16.00%,21.20%,0.30%,52.90%,5.00%,100.00%,37.50%,9.77%,33.97%,45.01%,0.64%,10.62%,79.62%,244.0,0.0001,518.046709129512,https://www.stadtwerke-aschersleben.de/tl_files/Site/pdf/Strom/Stromkennzeichnung_2017_waagerecht.pdf,,Postfach 1756,06449,Aschersleben,https://www.sw-aschersleben.de/startseite.html,,A,x,,,,x,,,,,
569,True,True,Stadtwerke Aue GmbH,7.20%,25.00%,14.50%,0.40%,52.90%,0.00%,100.00%,39.90%,15.29%,53.08%,30.79%,0.85%,0.00%,84.71%,328.0,0.0002,696.390658174098,https://www.swaue.de/index.asp?katid_nr=40&seite=1040604000&bodystart=1,,,,,,,A,x,,,,,,,,,
570,True,True,Stadtwerke Augsburg Energie GmbH,7.50%,25.20%,8.50%,1.60%,50.10%,7.10%,100.00%,35.30%,15.03%,50.50%,17.03%,3.21%,14.23%,70.74%,287.0,0.0002,575.150300601202,https://www.sw-augsburg.de/fileadmin/content/6_pdf_Downloadcenter/1_Energie/swa_Strom-Mix.pdf,,Hoher Weg 1,86152,Augsburg,https://www.sw-augsburg.de/,,A,x,,,,x,,,,,
571,True,,Stadtwerke Aurich GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-aurich.de/stromkennzeichnung.html,,,,,,,,,,,,,,,,,
572,True,True,Stadtwerke Bad Aibling,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-bad-aibling.de/stromvertrieb/veroeffentlichungspflichten-rechtliches/stromkennzeichnung/,FEHLER fehlerhafte Kennzeichnung,Lindenstr. 30,83043,Bad Aibling,https://www.stadtwerke-bad-aibling.de/,,A,x,,?,Strombezug von der Verbund AG,x,,,,,Kraftwerk ist von VERBUND AG → Sind mit EVN Verbunden
573,True,True,Stadtwerke Bad Belzig GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-bad-belzig.de/strom/tarif-flaemingstrom/,nicht aktuell,,,,,,A,x,,,,,,,,,
574,True,True,Stadtwerke Bad Bergzabern GmbH,7.40%,24.70%,13.40%,1.10%,52.90%,0.50%,100.00%,39.20%,15.71%,52.44%,28.45%,2.34%,1.06%,83.23%,279.0,0.0002,592.356687898089,https://www.stadtwerke-bza.de/pdf/Stromkennzeichnung_STW_BZA_2018_Werte_2017.pdf,,,,,,,A,x,,,,,,,,,
575,True,True,Stadtwerke Bad Bramstedt GmbH,0.00%,0.00%,15.30%,0.00%,51.10%,33.60%,100.00%,15.30%,0.00%,0.00%,31.29%,0.00%,68.71%,31.29%,46.0,0.0,94.0695296523517,https://www.stadtwerke-badbramstedt.de/fileadmin/media/Strom/Strommix_Stadtwerke_Bad_Bramstedt_GmbH_Basis_2017_nach_PWC_181101.PDF,,Lohstücker Weg 10 - 12,24576,Bad Bramstedt,https://www.stadtwerke-badbramstedt.de/,,A,x,x,,,,,,,,"36 Prozent von Hansa Werk, die zu großteil e.on gehören"
576,True,True,Stadtwerke Bad Brückenau GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.stadtwerke-bad-brueckenau.de/badbrueckenauGips/Gips?Anwendung=CMSWebpage&Methode=ShowHTMLAusgabe&SessionMandant=BadBrueckenau&RessourceID=&Schluessel=Volltextsuche&WebPublisher.NavId=629&VolltextZielverzeichnisId=9f3f50c7ed5b1cf97ac5e7a299b571d806d1fc559e15add87df8ac9d1e283ece&suche=Suche&VolltextSuchbegriff=stromkennzeichnung,nicht aktuell,Sinnaustr. 14,97769,Bad Brückenau,http://www.stadtwerke-bad-brueckenau.de/de/Fussnavigation/Impressum/,,A,x,,,,x,,, Grünstrom (nicht Gold) Grünstrom gibt es nicht nur „GrünerStrom“ und die zertifizierung ist in diesem Fall “Firstclimate“ ,,
577,True,True,Stadtwerke Bad Dürkheim GmbH,7.30%,24.00%,7.40%,1.10%,52.90%,7.30%,100.00%,32.50%,15.50%,50.96%,15.71%,2.34%,15.50%,69.00%,272.0,0.0002,577.494692144374,http://www.sw-duerkheim.de/images/Strom/stromkennzeichnung_2018.pdf,,Salinenstrasse 36,67098,Bad Dürkheim,http://sw-duerkheim.de/,,A,x,,,,x,,,Grünstrom (nicht Gold),,
578,True,True,Stadtwerke Baden-Baden,17.50%,21.40%,2.60%,2.00%,52.90%,3.60%,100.00%,26.00%,37.15%,45.44%,5.52%,4.25%,7.64%,55.20%,208.0,0.0005,441.61358811040395,https://www.stadtwerke-baden-baden.de/produkte/Strom/strom.php,,,,,,,A,x,,,,,,,,,
579,True,True,Stadtwerke Bad Friedrichshall,5.80%,27.80%,12.30%,1.10%,52.90%,0.10%,100.00%,41.20%,12.31%,59.02%,26.11%,2.34%,0.21%,87.47%,327.0,0.0002,694.2675159235672,http://www.friedrichshall.de/content1.asp?area=hauptmenue&site=stromversorgung&cls=01,,Saline 1,74177,Bad Friedrichshall,http://www.bad-friedrichshall.de/content1.asp?site=bfhallgemeines&cls=01,,A,x,,,,x,,,,,
580,True,True,Stadtwerke Bad Harzburg GmbH,8.10%,25.10%,14.90%,1.00%,49.80%,1.10%,100.00%,41.00%,16.14%,50.00%,29.68%,1.99%,2.19%,81.67%,312.0,0.0002,621.513944223108,https://www.stadtwerke-bad-harzburg.de/de/Strom/Stromkennzeichnung/,,,,,,,A,x,,,,,,,,,
581,True,True,Stadtwerke Bad Herrenalb GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,http://www.gipsprojekt.de/featureGips/Gips?SessionMandant=swbadherrenalb&Anwendung=EnWGKnotenAnzeigen&PrimaryId=4374&Mandantkuerzel=swbadherrenalb&Navigation=J,,Bahnhofstr. 12,76332,Bad Herrenalb,https://www.stw-badherrenalb.de/,,A,x,?,?,?,,,,,,über Tühga und Ruhrgas mit e.on verbunden
582,True,True,Stadtwerke Bad Hersfeld GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-hef.de/de/Strom/Stromkennzeichnung/,,Kleine Industriestrasse 1,36251,Bad Hersfeld,https://www.stadtwerke-hef.de/,,B,,x,,,x,,,,,
583,True,True,Stadtwerke Bad Kissingen GmbH,8.10%,21.10%,9.10%,1.00%,52.90%,7.70%,99.90%,31.20%,17.20%,44.80%,19.32%,2.12%,16.35%,66.24%,241.0,0.0002,511.677282377919,https://www.stwkiss.de/strom-bad-kissingen,,Würzburger Straße 5,97688,Bad Kissingen,https://www.stwkiss.de/,,A,x,,,,x,,,,,
584,True,True,Stadtwerke Bad Langensalza GmbH,12.40%,38.40%,17.70%,2.30%,26.80%,2.40%,100.00%,58.40%,16.94%,52.46%,24.18%,3.14%,3.28%,79.78%,458.0,0.0003,625.68306010929,https://www.swl-badlangensalza.de/strom/produkte-und-preise/stromkennzeichnung/,,Illebener Weg 11a,99947,Bad Langensalza,https://www.swl-badlangensalza.de/,,A,x,,,,x,,,,,
585,True,True,Stadtwerke Bad Nauheim GmbH,9.80%,21.90%,1.20%,0.10%,52.90%,14.00%,99.90%,23.20%,20.81%,46.50%,2.55%,0.21%,29.72%,49.26%,232.0,0.0003,492.569002123142,https://www.stadtwerke-bad-nauheim.de/energieprodukte/stromanbieter.html,,Hohe Straße 14-18,61231,Bad Nauheim,https://www.stadtwerke-bad-nauheim.de/,,A,x,,,,x,,,,,
586,True,True,Stadtwerke Bad Neustadt a.d. Saale,10.30%,20.40%,4.90%,0.70%,52.90%,10.80%,100.00%,26.00%,21.87%,43.31%,10.40%,1.49%,22.93%,55.20%,227.0,0.0003,481.953290870488,https://www.stw-badnes.de/badneustadtGips/BadNeustadt/stw-badnes.de/Strom/Stromkennzeichnung/Stromkennzeichnung/Stromkennzeichnung-25.10.2018.pdf,,Goethestr. 17/19,97616,Bad Neustadt,https://www.stw-badnes.de/,,A,x,,,,x,,,,,
587,True,True,Stadtwerke Bad Pyrmont Energie & Verkehrs GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-bad-pyrmont.de/leistungen/strom/informationen/stromkennzeichnungen/stromkennzeichnung_2016.htm,nicht aktuell,Südstrasse 3,31812,Bad Pyrmont,https://www.stadtwerke-bad-pyrmont.de/,,A,x,,,,x,,,,,
588,True,True,Stadtwerke Bad Reichenhall KU,3.80%,9.80%,3.60%,0.50%,52.90%,29.40%,100.00%,13.90%,8.07%,20.81%,7.64%,1.06%,62.42%,29.51%,112.0,0.0001,237.79193205944802,https://www.stadtwerke-bad-reichenhall.de/de/veroeffentlichungen/veroeffentlichungen-strom/,,Hallgrafenstraße 2,83435,Bad Reichenhall,https://www.stadtwerke-bad-reichenhall.de/index.php/home/?lang=de&node=home,,A,x,,,,x,,,,,
589,True,True,Stadtwerke Bad Rodach,18.00%,23.00%,7.00%,1.00%,51.00%,0.00%,100.00%,31.00%,36.73%,46.94%,14.29%,2.04%,0.00%,63.27%,263.0,0.0005,536.734693877551,https://www.bad-rodach.de/files/stromkennzeichnung_zusammengestellt_stw_2018.pdf,,,,,,,A,x,,,,,,,,,
590,True,True,Stadtwerke Bad Sachsa GmbH,3.70%,11.60%,6.90%,0.50%,52.90%,24.40%,100.00%,19.00%,7.86%,24.63%,14.65%,1.06%,51.80%,40.34%,139.0,0.0001,295.116772823779,https://www.stwbadsachsa.de/zusammensetzung-energiemix.html,,Feldstraße 10,37441,Bad Sachsa,https://www.stwbadsachsa.de/home.html,,A,x,,,,x,,,,,
591,True,True,Stadtwerke Bad Säckingen GmbH,6.00%,12.90%,12.10%,0.80%,52.90%,15.20%,99.90%,25.80%,12.74%,27.39%,25.69%,1.70%,32.27%,54.78%,172.0,0.0002,365.180467091295,https://www.sws-energie.de/sws-energie/downloadcenter/index.php,,Schulhausstraße 40,79713,Bad Säckingen,https://www.sws-energie.de/sws-energie/unternehmen/ansprechpartner.php,,A,x,,,,x,,,,,
592,True,True,Stadtwerke Bad Salzuflen GmbH,0.00%,8.40%,14.20%,0.90%,50.10%,26.50%,100.10%,23.50%,0.00%,16.83%,28.46%,1.80%,53.11%,47.09%,249.0,0.0,498.997995991984,https://www.stwbs.de/fileadmin/PDFs/Strom/Stromkennzeichung_2017.pdf,,Uferstr. 36-44,32108,Bad Salzuflen,https://www.stwbs.de/,,A,x,,,,x,,,,,
593,True,True,Stadtwerke Bad Saulgau,7.80%,9.50%,3.20%,0.90%,52.90%,25.80%,100.10%,13.60%,16.56%,20.17%,6.79%,1.91%,54.78%,28.87%,97.0,0.0002,205.944798301486,https://www.bad-saulgau.de/stadtwerke/energie-wasser/strom/stromkennzeichnung/index.php,,Moosheimer Straße 28,88348,Bad Saulgau,https://www.bad-saulgau.de/stadtwerke/,,A,x,,,,x,,,,,
594,True,True,Stadtwerke Bad Sooden-Allendorf,8.60%,26.10%,8.50%,1.30%,52.90%,2.60%,100.00%,35.90%,18.26%,55.41%,18.05%,2.76%,5.52%,76.22%,309.0,0.0002,656.050955414013,https://stadtwerke-bsa.de/stadtwerke/strom-vertrieb/stromkennzeichnung,,Werrastrasse 24,37242,Bad Sooden-Allendorf,https://stadtwerke-bsa.de/stadtwerke/home,,A,x,,,,x,,,,,
595,True,True,Stadtwerke Bad Tölz GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://stw-toelz.de/fileadmin/Bilder/Strom/PDF/2018_NEU_Stromkennzeichnung_Stadtwerke_Bad_Toelz.pdf,,An der Osterleite 2,83646,Bad Tölz,https://stw-toelz.de/,,R?,,,,,,,x,,,
596,True,True,Stadtwerke Bad Vilbel GmbH,7.70%,16.80%,2.90%,0.40%,52.90%,19.30%,100.00%,20.10%,16.35%,35.67%,6.16%,0.85%,40.98%,42.68%,177.0,0.0002,375.79617834394895,https://www.sw-bv.de/strom/,,Theodor-Heuss-Str. 53-63,61118,Bad Vilbel-Dortelweil,https://www.sw-bv.de/,,A,x,,,,x,,,,,
597,True,True,Stadtwerke Bad Wildbad GmbH & Co. KG,15.60%,18.90%,2.50%,1.70%,53.00%,8.30%,100.00%,23.10%,33.19%,40.21%,5.32%,3.62%,17.66%,49.15%,184.0,0.0004,391.489361702128,https://www.stadtwerke-bad-wildbad.de/strom/stromkennzeichnung.html,,Ladestr. 5,75323,Bad Wildbad,https://www.stadtwerke-bad-wildbad.de/,,A,x,,,,x,,,,,
598,True,True,Stadtwerke Bad Windsheim,8.90%,24.40%,8.50%,0.90%,52.90%,4.30%,99.90%,33.80%,18.90%,51.80%,18.05%,1.91%,9.13%,71.76%,269.0,0.0002,571.125265392781,https://www.sw-bw.de/strom/dokumente/,,Vorm Rothenburger Tor 2,91438,Bad Windsheim,https://www.sw-bw.de/startseite/,,A,x,,,,x,,,,,
599,True,True,Stadtwerke Bad Wörishofen,8.50%,26.30%,9.80%,1.60%,52.90%,0.90%,100.00%,37.70%,18.05%,55.84%,20.81%,3.40%,1.91%,80.04%,307.0,0.0002,651.804670912951,https://www.swbw.de/alles-ueber-strom/stromkennzeichnung/,,Stadionring 18,86825,Bad Wörishofen,https://www.swbw.de/,,A,x,,,,x,,,,,
600,True,True,Stadtwerke Balingen,6.40%,28.30%,7.20%,1.20%,52.90%,4.00%,100.00%,36.70%,13.59%,60.08%,15.29%,2.55%,8.49%,77.92%,321.0,0.0002,681.528662420382,https://www.stadtwerke.balingen.de/de/Energie-Wasser/Strom/Strom/20181023-SWBalingen-Stromkennzeichnung-2017-WEB.pdf,,Wasserwiesen 37,72336,Balingen,https://www.stadtwerke.balingen.de/,,A,x,,,,x,,,,,
601,True,True,Stadtwerke Bamberg Energie- und Wasserversorgungs GmbH,0.00%,0.00%,0.00%,0.00%,52.80%,47.20%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-bamberg.de/strommix,,Margaretendamm 28,96052,Bamberg,https://www.stadtwerke-bamberg.de/,,A,x,,,,x,,,,,
602,True,True,Stadtwerke Barmstedt,1.70%,5.20%,1.70%,0.20%,52.90%,38.20%,99.90%,7.10%,3.61%,11.04%,3.61%,0.42%,81.10%,15.07%,60.0,0.0,127.388535031847,https://stadtwerke-barmstedt.de/energie-wasser/oekostrom/strommix/,,Bahnhofstr. 27,25355,Barmstedt,https://stadtwerke-barmstedt.de/privatkunden/,,A,x,,,,x,,,,,
603,True,True,Stadtwerke Barmstedt Xtra GmbH,1.69%,5.17%,1.68%,0.26%,52.94%,38.26%,100.00%,7.11%,3.59%,10.99%,3.57%,0.55%,81.30%,15.11%,60.0,0.0,127.496812579686,https://stadtwerke-barmstedt.de/energie-wasser/oekostrom/strommix/,,Bahnhofstr. 27,25355,Barmstedt,https://stadtwerke-barmstedt.de/privatkunden/,,A,x,,,,x,,,,,
604,True,True,Stadtwerke Barsinghausen GmbH,2.20%,6.80%,2.30%,0.30%,45.50%,42.80%,99.90%,9.40%,4.04%,12.48%,4.22%,0.55%,78.53%,17.25%,79.0,0.0001,144.954128440367,https://www.stadtwerke-barsinghausen.de/produkte/baschestrom/das-produkt/strommix/,,,,,,,A,x,,,,,,,,,
605,True,True,Stadtwerke Barth GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-barth.de/stromkennzeichnung.html,nicht aktuell,Louis-Fürnberg-Strasse 3,18356,Barth,https://www.stadtwerke-barth.de/,,A,x,,,,x,,,,,
606,True,True,Stadtwerke Bayreuth Energie und Wasser GmbH,6.00%,9.00%,2.00%,0.00%,51.00%,32.00%,100.00%,11.00%,12.24%,18.37%,4.08%,0.00%,65.31%,22.45%,266.0,0.0004,542.857142857143,https://www.stadtwerke-bayreuth.de/energie-wasser/strom/grundversorgung-strom/,,Birkenstraße 2,95447,Bayreuth,https://www.stadtwerke-bayreuth.de/,,A,x,,,,,,,TÜV NORD,,
607,True,True,Stadtwerke Bebra GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-bebra.de/index.php/vertrieb/stromkennzeichnung,nicht aktuell,Wiesenweg 1,36179,Bebra,https://www.stadtwerke-bebra.de/,,A,x,,?,,,,,,,
608,True,True,Stadtwerke Bernau GmbH,6.08%,22.66%,8.79%,1.08%,52.94%,8.45%,100.00%,32.53%,12.92%,48.15%,18.68%,2.29%,17.96%,69.12%,280.0,0.0002,594.985125371866,https://www.stadtwerke-bernau.de/service/gut-zu-wissen/download-center.html,,Breitscheidstraße 45,16321,Bernau bei Berlin,https://www.stadtwerke-bernau.de/,,A,x,,,,x,,,,,
609,True,True,Stadtwerke Bernburg GmbH,6.80%,23.80%,31.90%,0.40%,36.90%,0.00%,99.80%,56.10%,10.78%,37.72%,50.55%,0.63%,0.00%,88.91%,347.0,0.0002,549.920760697306,https://www.stadtwerke-bernburg.de/privatkunden/strom/tarife.html?file=files/downloads/pdf_privat_geschaeftskunden/Rechtsvorschriften/Stromkennzeichnung_2017.pdf&cid=3370,,,,,,,A,x,,,,,,,,,
610,True,True,Stadtwerke Bexbach GmbH,10.30%,34.00%,10.20%,1.50%,43.80%,0.20%,100.00%,45.70%,18.33%,60.50%,18.15%,2.67%,0.36%,81.32%,385.0,0.0003,685.053380782918,http://www.stadtwerke-bexbach.de/de/Strom/Stromkennzeichnung/Stromkennzeichnung/Stromkennzeichnung-2018.pdf,,Kolpingstraße 83,66450,Bexbach,http://www.stadtwerke-bexbach.de/,,A,x,,,,x,,,,,
611,True,True,Stadtwerke Bielefeld GmbH,31.90%,8.30%,15.10%,0.40%,39.30%,5.00%,100.00%,23.80%,52.55%,13.67%,24.88%,0.66%,8.24%,39.21%,135.0,0.0009,222.405271828666,https://www.stadtwerke-bielefeld.de/privatkunden/tarife/strom/enerbest-strom-in-nrw.html,,Schildescher Str. 16,33611,Bielefeld,https://www.stadtwerke-bielefeld.de/,,A,x,,,,x,,,,,
612,True,True,Stadtwerke Bietigheim-Bissingen GmbH,5.70%,26.40%,11.20%,1.10%,51.90%,3.70%,100.00%,38.70%,11.85%,54.89%,23.28%,2.29%,7.69%,80.46%,324.0,0.0002,673.596673596674,https://www.sw-bb.de/wir-fuer-sie/kundenservice/kundeninformation/strom/stromkennzeichnung/#c186,,Rötestr. 8,74321,Bietigheim-Bissingen,https://www.sw-bb.de/,,A,x,,,,x,,,,,
613,True,True,Stadtwerke Bitterfeld-Wolfen GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://sw-bitterfeld-wolfen.de/wp-content/uploads/Preisliste_Basis_Tarif_Strom_Haushalt_20181.pdf,nicht aktuell,,,,,,A,x,,,,,,,,,
