Lichtblick Liste,RoWo Liste,Firmenname,Stromkennzeichnung Atom,Kohle,Erdgas,sonst. Fossil,EEG Strom,Erneuerbare Energien,Check,Kohle und sonst. Fossile Energieträger,Stromeinkauf (ohne EEG) Atom,Kohle2,Erdgas2,sonst. Fossil 2,Erneuerbare Energien 2,Kohle und sonst. Fossile Energieträger 2,CO2 Emmision (g/KWh),Atommüll (g/kWh),Tatsächlicher CO2-Ausstoß (Stromeinkauf) ohne EEG,Link,Anmerkungen,Adresse,PLZ,Stadt,URL,Kontakt     (nur relevante Anbieter),RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung
True,,gridX GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://gridx.de/,nicht vorhanden,,,,,,,,,,,,,,,,
True,,Grüner Funke - eine Marke der Fuxx-Die Sparenergie GmbH,5.64%,17.36%,6.50%,1.04%,52.94%,16.52%,100.00%,24.90%,11.98%,36.89%,13.81%,2.21%,35.10%,52.91%,203.0,0.0002,431.364215894603,https://gruenerfunke.de/rechtliches/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,grünES GmbH,0.00%,0.00%,0.00%,0.00%,54.70%,45.30%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.gruen-es.de/oekostrom,FEHLER mit EEG,,,,,,,,,,,,,,,,
True,,Grünwelt Wärmestrom GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.gruenwelt.de/stromkennzeichnung.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,Halberstadtwerke GmbH,8.10%,22.70%,8.90%,1.20%,50.60%,8.60%,100.10%,32.80%,16.40%,45.95%,18.02%,2.43%,17.41%,66.40%,265.0,0.0002,536.437246963563,https://www.halberstadtwerke.de/privatkunden/strom/wissenswertes/energietraegermix.html,,,,,,,,,,,,,,,,,
True,,Hermann Geuder Elektrizitätswerk,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.ewerk-geuder.de/html/stromkennzeichnung.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,Hertener Stadtwerke GmbH,0.00%,0.00%,0.20%,13.20%,51.50%,35.10%,100.00%,13.40%,0.00%,0.00%,0.41%,27.22%,72.37%,27.63%,1.0,0.0,2.06185567010309,https://www.hertener-stadtwerke.de/produkte/hertenstrom.html,,,,,,,,,,,,,,,,,
True,,hev Hohenloher Energie Versorgung GmbH,18.40%,22.30%,2.60%,2.00%,52.90%,1.80%,100.00%,26.90%,39.07%,47.35%,5.52%,4.25%,3.82%,57.11%,216.0,0.0005,458.59872611464993,https://www.hev-energie.de/fileadmin/images/content/pdf/Strommix/HEV_Stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,,
True,,HochsauerlandEnergie GmbH,10.60%,30.90%,4.30%,0.60%,52.90%,0.70%,100.00%,35.80%,22.51%,65.61%,9.13%,1.27%,1.49%,76.01%,336.0,0.0004,713.375796178344,https://www.hochsauerlandenergie.de/stromkennzeichnung/#&gid=lightbox-group-268&pid=0,,,,,,,,,,,,,,,,,
True,,Hoyer Strom und Erdgas GmbH,11.50%,34.40%,9.20%,2.20%,37.70%,5.10%,100.10%,45.80%,18.46%,55.22%,14.77%,3.53%,8.19%,73.52%,431.0,0.0002,691.8138041733549,https://www.hoyer-strom-erdgas.de/strom/tarife,,,,,,,,,,,,,,,,,
True,,idealenergie - eine Marke der 365 AG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.idealenergie.de/idealenergie/stromkennzeichnung/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Ideo Energie GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.ideoenergie.de/,nicht vorhanden,,,,,,,,,,,,,,,,
True,,immergrün! Energie - Eine Marke der 365 AG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.immergruen-energie.de/agb/stromkennzeichnung/?lang=de,nicht aktuell,,,,,,,,,,,,,,,,
True,,In(n) Energie GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.inn-energie.de/strom.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,INNergie - eine Marke der Stadtwerke Rosenheim Versorgungs GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,www.inn-ergie.de/,nicht vorhanden,,,,,,,,,,,,,,,,
True,,INNERSTE ENERGIE - Eine Marke der WEVG Salzgitter GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.innersteenergie.de/servicenavi/downloadcenter/,nicht aktuell,,,,,,,,,,,,,,,,
True,,innogy SE,11.00%,39.10%,3.00%,0.30%,45.00%,1.60%,100.00%,42.40%,20.00%,71.09%,5.45%,0.55%,2.91%,77.09%,418.0,0.0003,760.0,https://www.innogy.com/web/cms/de/3109676/fuer-unternehmen/energie-beschaffen/rechtliche-informationen/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Jura Strom - eine Marke der Jura Power GmbH & Co.KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://jura-strom.de/hp472/Stromkennzeichnung.htm,nicht aktuell,,,,,,,,,,,,,,,,
True,,Just Energy Deutschland GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.justenergy.de/service/rechtliches/stromkennzeichnung/,FEHLER fehlerhafte Kennzeichnung,,,,,,,,,,,,,,,,
True,,KEEP - Kommunale Eisenberger Energiepartner GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.keep-gmbh.com/de/downloads/content/stromkennzeichnung/Stromkennzeichnung-2017.pdf,,,,,,,,,,,,,,,,,
True,,KESLAR GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.avia.de/privatkunden/avia-strom.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,KEW Karwendel Energie & Wasser GmbH,10.70%,27.20%,7.80%,1.20%,52.90%,0.20%,100.00%,36.20%,22.72%,57.75%,16.56%,2.55%,0.42%,76.86%,303.0,0.0003,643.312101910828,https://www.kewgmbh.de/strom/verordnungen-veroeffentlichungen/,,,,,,,,,,,,,,,,,
True,,KEW Kommunale Energie- und Wasserversorgung AG,14.40%,48.70%,5.30%,0.80%,29.30%,1.50%,100.00%,54.80%,20.37%,68.88%,7.50%,1.13%,2.12%,77.51%,536.0,0.0004,758.132956152758,https://www.kew.de/strom/rund-um-strom/energietraegermix/,,,,,,,,,,,,,,,,,
True,,Kiss me green - eine Marke der e:veen Energie eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://eveen.de/stromkennzeichnung/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Knauber Strom - eine Marke der Knauber Erdgas GmbH,0.00%,0.00%,0.00%,0.00%,45.50%,54.50%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.knauberstrom.de/fileadmin/pdf/charts_verbrauch_strommix_RGB-10-2018-quer.pdf,,,,,,,,,,,,,,,,,
True,,Kreiswerke Main-Kinzig GmbH,7.90%,23.00%,7.90%,1.20%,51.40%,8.60%,100.00%,32.10%,16.26%,47.33%,16.26%,2.47%,17.70%,66.05%,242.0,0.0002,497.942386831276,https://www.kreiswerke-main-kinzig.de/fileadmin/user_upload/Strom/skz/Stromkennzeichnung_ab_01.11.2018_allgemein_01.pdf,,,,,,,,,,,,,,,,,
True,,Kristal Enerji - eine Marke der Stadtwerke Pforzheim GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.kristalenerji.de/service/downloads,nicht aktuell,,,,,,,,,,,,,,,,
True,,Lechwerke AG,13.30%,48.00%,8.40%,0.80%,27.90%,1.60%,100.00%,57.20%,18.45%,66.57%,11.65%,1.11%,2.22%,79.33%,528.0,0.0004,732.316227461859,https://www.lew.de/meine-lew/hilfe-kontakt/rechnung/strommix,,,,,,,,,,,,,,,,,
True,,Leu Energie GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.leu-strom.de/#,nicht vorhanden,,,,,,,,,,,,,,,,
True,,Licht- und Kraftwerke Sonneberg GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://likra.de/strom/stromkennzeichnung/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Lidl-Strom von E.ON Energie,15.40%,22.20%,5.80%,1.00%,51.50%,4.10%,100.00%,29.00%,31.75%,45.77%,11.96%,2.06%,8.45%,59.79%,248.0,0.0004,511.340206185567,https://www.lidl-strom.de/partner,FEHLER fehlerhafte Kennzeichnung,,,,,,,,,,,,,,,,
True,,LUDVIKK - eine Marke von TWL Energie Deutschland GmbH,9.00%,27.20%,8.80%,2.00%,52.90%,0.10%,100.00%,38.00%,19.11%,57.75%,18.68%,4.25%,0.21%,80.68%,227.0,0.0002,481.953290870488,https://ludvikk.de/service/strommix,,,,,,,,,,,,,,,,,
True,,LÜNESTROM - eine Marke der FIRSTCON GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://lünestrom.de/luenestrom-wasser.html,FEHLER fehlerhafte Kennzeichnung,,,,,,,,,,,,,,,,
True,,Manfred Welsch GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.avia.de/privatkunden/avia-strom.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,medl GmbH,5.40%,14.70%,2.20%,0.20%,45.90%,31.60%,100.00%,17.10%,9.98%,27.17%,4.07%,0.37%,58.41%,31.61%,160.0,0.0001,295.748613678373,https://www.medl.de/files/medl/img/Downloads/Kennzeichnung%20der%20Stromlieferungen/medl_Stromkennzeichnung2017_inklResidualmix.pdf,,,,,,,,,,,,,,,,,
True,,meinheizstrom.de - eine Marke der E.VITA GmbH,8.10%,32.30%,8.20%,1.20%,49.60%,0.50%,99.90%,41.70%,16.07%,64.09%,16.27%,2.38%,0.99%,82.74%,366.0,0.0002,726.190476190476,https://www.evita-energie.de/privatkunden/service/marktinformationen/strompreis/,,,,,,,,,,,,,,,,,
True,,MWEnergy GmbH,8.90%,32.10%,5.30%,0.70%,52.90%,0.00%,99.90%,38.10%,18.90%,68.15%,11.25%,1.49%,0.00%,80.89%,353.0,0.0002,749.469214437367,https://mwenergy.de/wp-content/uploads/sites/4/2018/11/MWEnergy-Stromkennzeichnung-2017-Stand-01.11.2018.pdf,,,,,,,,,,,,,,,,,
True,,NaturEnergie+ Deutschland GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.naturenergieplus.de/strommix,,,,,,,,,,,,,,,,,
True,,NatürlichEnergie EMH GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://natuerlich-energie-emh.de/inhalte/38/de/naturlichenergieemhstromkennzeichnung.pdf,,,,,,,,,,,,,,,,,
True,,naturwerke - eine Marke der DEG Deutsche Energie GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://naturwerke.de/strom/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,N-ERGIE Aktiengesellschaft,10.00%,29.50%,11.20%,1.70%,43.70%,3.90%,100.00%,42.40%,17.76%,52.40%,19.89%,3.02%,6.93%,75.31%,351.0,0.0003,623.445825932505,https://www.n-ergie.de/public/remotemedien/media/n_ergie/pdfs/Energiemix_PK.pdf,,,,,,,,,,,,,,,,,
True,,Nord Stadtwerke GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://nord-stadtwerke.de/download/Stromkennzeichnung_Nord_SW_2017.pdf,FEHLER mit EEG,,,,,,,,,,,,,,,,
True,,normenergie - eine Marke der GFM Gesellschaft für Messdienstleistungen mbH,6.37%,19.58%,7.33%,1.18%,52.94%,12.60%,100.00%,28.09%,13.54%,41.61%,15.58%,2.51%,26.77%,59.69%,229.0,0.0002,486.612834679133,https://normenergie.de/rechtliches/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,nvb Nordhorner Versorgungsbetriebe GmbH,4.00%,15.30%,2.50%,0.20%,50.90%,27.00%,99.90%,18.00%,8.15%,31.16%,5.09%,0.41%,54.99%,36.66%,141.0,0.0002,287.169042769857,https://www.nvb.de/privatkunde/strom/,,,,,,,,,,,,,,,,,
True,,Ohra Energie GmbH,8.70%,26.60%,10.00%,1.60%,52.90%,0.20%,100.00%,38.20%,18.47%,56.48%,21.23%,3.40%,0.42%,81.10%,312.0,0.0002,662.420382165605,https://www.ohraenergie.de/_Resources/Persistent/10ba01b3bdbbae9877e67a8a8c5acee5db059cd2/Stromkennzeichnung%20OEG_2017.pdf,,,,,,,,,,,,,,,,,
True,,OIE AG,9.00%,31.90%,2.50%,0.30%,52.90%,3.40%,100.00%,34.70%,19.11%,67.73%,5.31%,0.64%,7.22%,73.67%,341.0,0.0002,723.9915074309979,https://www.oie-ag.de/web/cms/de/3371366/fuer-zuhause/energie-beziehen/fragen-zur-stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,ORIGINAL ENERGIE - eine Marke der Stadtwerke Oranienburg GmbH,2.20%,6.00%,7.80%,0.20%,52.90%,30.90%,100.00%,14.00%,4.67%,12.74%,16.56%,0.42%,65.61%,29.72%,81.0,0.0001,171.974522292994,https://www.originalenergie.de/wp-content/uploads/2018/10/Stromkennzeichnung-2017-Stadtwerke-Oranienburg.jpg,,,,,,,,,,,,,,,,,
True,,OrtenauEnergie - eine Marke des E-Werk Mittelbaden,8.60%,24.60%,7.20%,1.50%,50.80%,7.30%,100.00%,33.30%,17.48%,50.00%,14.63%,3.05%,14.84%,67.68%,275.0,0.0002,558.943089430894,https://www.e-werk-mittelbaden.de/sites/default/files/content/downloads/stromkennzeichung_2017_einleger_210x103_7.pdf,,,,,,,,,,,,,,,,,
True,,Osterland Energie - eine Marke der Energie- und Wasserversorgung Altenburg GmbH,5.60%,19.50%,21.00%,0.30%,52.90%,0.70%,100.00%,40.80%,11.89%,41.40%,44.59%,0.64%,1.49%,86.62%,260.0,0.0001,552.016985138004,https://www.osterlandenergie.de/files/157DCD24C04/Stromkennzeichnung%202015%20Osterland.pdf,,,,,,,,,,,,,,,,,
True,,Otto Fricke & Co. GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.fricke-oil.de/privatkunden/avia-strom.html#c15530,nicht aktuell,,,,,,,,,,,,,,,,
True,,ourPOWER - eine Marke der infra fürth gmbh,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.ourpower.de/#home,nicht vorhanden,,,,,,,,,,,,,,,,
True,,PaderEnergy - eine Marke der LSW Energie GmbH & Co. KG,8.70%,27.10%,3.60%,0.60%,52.90%,7.10%,100.00%,31.30%,18.47%,57.54%,7.64%,1.27%,15.07%,66.45%,294.0,0.0002,624.203821656051,https://www.paderenergy.de/mmf/Module/Paderenergy/Calculator/Assets/file/Strommix_Stand_1._November_2018.pdf,,,,,,,,,,,,,,,,,
True,,Polarstern GmbH,0.00%,0.00%,0.00%,0.00%,52.94%,47.06%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.polarstern-energie.de/fileadmin/files/faq/polarstern-strom-kennzeichnung-2016.pdf,,,,,,,,,,,,,,,,,
True,,primastrom GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://primastrom.de/service-faq,nicht aktuell,,,,,,,,,,,,,,,,
True,,priostrom - eine Marke der ExtraEnergie GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.prioenergie.de/stromkennzeichnung,nicht aktuell,,,,,,,,,,,,,,,,
True,,proefa GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.provinzial.com/content/proefa/energie/,nicht aktuell,,,,,,,,,,,,,,,,
True,,PROKON Regenerative Energien eG,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.prokon.net/strom/unser-strom/prokon-stromkennzeichnung,,,,,,,,,,,,,,,,,
True,,Propan Rheingas GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.rheingas.de/strom/tarifmodelle/stromkennzeichnung/,nicht aktuell,,,,,,,,,,,,,,,,
True,,PRO vitaenergie - eine Marke der KEW Kommunale Energie- und Wasserversorgung AG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.provita-energie.de/energietraegermix/,nicht aktuell,,,,,,,,,,,,,,,,
True,,PVU Prignitzer Energie- und Wasserversorgungsunternehmen GmbH,8.80%,24.30%,5.70%,5.60%,52.90%,2.70%,100.00%,35.60%,18.68%,51.59%,12.10%,11.89%,5.73%,75.58%,261.0,0.0002,554.140127388535,http://www.pvu-gmbh.de/strom/energierechtliche/,,,,,,,,,,,,,,,,,
True,,Queichtal Energie Offenbach GmbH & Co. KG,0.00%,0.00%,0.00%,0.00%,53.00%,47.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,http://queichtal-energie-offenbach.de/wp-content/uploads/2018/10/Stromkennzeichnung_QEO_11_18.pdf,,,,,,,,,,,,,,,,,
True,,R(H)EINPOWER - eine Marke der Stadtwerke Duisburg AG,6.70%,24.60%,14.90%,0.70%,52.10%,1.00%,100.00%,40.20%,13.99%,51.36%,31.11%,1.46%,2.09%,83.92%,299.0,0.0002,624.2171189979119,https://www.rheinpower.de/strom/stromkennzeichnung/,,,,,,,,,,,,,,,,,
True,,Regionale EnergieWerke GmbH,7.20%,30.10%,8.50%,1.30%,52.90%,0.00%,100.00%,39.90%,15.29%,63.91%,18.05%,2.76%,0.00%,84.71%,0.0,343.0,0.000424628450106,https://regionale-energiewerke.de/impressum,,,,,,,,,,,,,,,,,
True,,Regionalwerk Würmtal GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.rw-wuermtal.de/stromkennzeichnung.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,RELAX-STROM - eine Marke der optimization engineers GmbH,7.00%,32.00%,7.00%,1.00%,53.00%,0.00%,100.00%,40.00%,14.89%,68.09%,14.89%,2.13%,0.00%,85.11%,,,0.0,https://www.relax-strom.de/#Strommix%20Deutschland,FEHLER Umweltbelastungen,,,,,,,,,,,,,,,,
True,,Renergiewerke Buttenwiesen GmbH,0.00%,0.00%,0.00%,0.00%,53.00%,47.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.renergiewerke-buttenwiesen.de/energie-aus-der-heimat/herkunft-unseres-stroms/,,,,,,,,,,,,,,,,,
True,,RevierKraft - eine Marke der Energieversorgung Oberhausen AG,7.70%,27.50%,8.10%,0.60%,52.90%,3.20%,100.00%,36.20%,16.35%,58.39%,17.20%,1.27%,6.79%,76.86%,319.0,0.0002,677.282377919321,https://www.revierkraft.de/produkte/strom.html,,,,,,,,,,,,,,,,,
True,,REWAG Regensburger Energie- und Wasserversorgung AG & Co KG,6.70%,34.50%,4.00%,3.70%,42.20%,8.90%,100.00%,42.20%,11.59%,59.69%,6.92%,6.40%,15.40%,73.01%,363.0,0.0002,628.0276816608999,https://www.rewag.de/privatkunden/strom.html,,,,,,,,,,,,,,,,,
True,,Richard Westenthanner Elektrizitätsversorgung,6.40%,30.60%,7.10%,1.20%,52.90%,1.80%,100.00%,38.90%,13.59%,64.97%,15.07%,2.55%,3.82%,82.59%,336.0,0.0002,713.375796178344,https://www.ew-westenthanner.de/index.php/informationen/produkte/grundtarif,,,,,,,,,,,,,,,,,
True,,Rommel Energie GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.rommel-energie.de/privatkunden.html,nicht vorhanden,,,,,,,,,,,,,,,,
True,,ROTHSTROM - eine Marke der Adolf ROTH GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.roth-energie.de/strom/faq/,nicht aktuell,,,,,,,,,,,,,,,,
True,,Rupert Buchauer Elektrizitätswerk Frasdorf-Oberprienmühle,6.60%,31.70%,7.40%,1.20%,52.90%,0.10%,99.90%,40.30%,14.01%,67.30%,15.71%,2.55%,0.21%,85.56%,358.0,0.0002,760.084925690021,https://ewerk-buchauer.de/wp-content/uploads/2018/11/Stromkennzeichnung_2017.pdf,,,,,,,,,,,,,,,,,
True,,Saergas GmbH & Co. KG,15.40%,30.60%,12.10%,1.60%,36.80%,3.50%,100.00%,44.30%,24.37%,48.42%,19.15%,2.53%,5.54%,70.09%,344.0,0.0004,544.303797468355,https://www.swl-unser-stadtwerk.de/privatkunden/strom/weitere-informationen/,,,,,,,,,,,,,,,,,
True,,Schtrom - eine Marke der Elektrizitätswerke Schönau Vertriebs GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.ews-schoenau.de/export/sites/ews/ews/energiedienstleistungen/.files/stromkennzeichnung-oekostrom-2017.pdf,,,,,,,,,,,,,,,,,
True,,schwarzwald energy GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.schwarzwald-energy.de/schwarzwald-strom/strom-tarife.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,SENEC - eine Marke der Deutsche Energieversorgung GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.senec.com/,nicht vorhanden,,,,,,,,,,,,,,,,
True,,SEW Stromversorgungs-GmbH,11.10%,25.80%,7.30%,1.20%,52.90%,1.70%,100.00%,34.30%,23.57%,54.78%,15.50%,2.55%,3.61%,72.82%,286.0,0.0003,607.218683651805,https://www.sewerding.de/dl/Stromkennzeichnung_Stand_2017.pdf,,,,,,,,,,,,,,,,,
True,,SimplyGreen - eine Marke der ENTEGA Energie GmbH,0.00%,9.00%,0.90%,0.40%,43.90%,45.80%,100.00%,10.30%,0.00%,16.04%,1.60%,0.71%,81.64%,18.36%,86.0,0.0,153.297682709447,https://www.simplygreen.de/stromkennzeichnung,,,,,,,,,,,,,,,,,
True,,Sömmerdaer Energieversorgung GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.sev-soemmerda.de/soemmerdaGips/Gips?SessionMandant=Soemmerda&Anwendung=EnWGKnotenAnzeigen&PrimaryId=3&Mandantkuerzel=Soemmerda&Navigation=J,nicht aktuell,,,,,,,,,,,,,,,,
True,,Spätzle Strom - ein Marke der EHINGER ENERGIE Stromvertrieb GmbH & Co. KG,16.16%,20.19%,5.25%,0.87%,52.94%,4.60%,100.01%,26.31%,34.34%,42.90%,11.16%,1.85%,9.77%,55.91%,222.0,0.0004,471.73820654483706,https://www.spaetzle-strom.de/images/tarifrechner/stromkennzeichnung.pdf,,,,,,,,,,,,,,,,,
True,,SpreeGas Gesellschaft für Gasversorgung und Energiedienstleistung mbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.spreegas.de/de/strom/spreegas-strom.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,SSW - Stadtwerke St. Wendel GmbH & Co. KG,9.40%,32.20%,3.40%,0.50%,52.90%,1.60%,100.00%,36.10%,19.96%,68.37%,7.22%,1.06%,3.40%,76.65%,347.0,0.0003,736.7303609341831,https://www.stadtwerke-st-wendel.de/produkte-und-leistungen/privatkunden/strom/,,,,,,,,,,,,,,,,,
True,,Städtische Werke Borna GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-borna.de/privatkunden_stromkennzeichnung.html,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Ahaus GmbH,9.60%,31.30%,2.90%,0.40%,52.90%,2.90%,100.00%,34.60%,20.38%,66.45%,6.16%,0.85%,6.16%,73.46%,,,0.0,https://www.stadtwerke-ahaus.de/tarife-preise/strom/,FEHLER Umweltbelastungen,,,,,,,,,,,,,,,,
True,,Stadtwerke Ahlen GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.stadtwerke-ahlen.de/privatkunden/strom/agb-und-strom-infos/stromkennzeichnung,nicht aktuell,,,,,,,,,,,,,,,,
True,,Stadtwerke Amberg Versorgungs GmbH,7.30%,21.10%,13.30%,1.00%,52.00%,5.30%,100.00%,35.40%,15.21%,43.96%,27.71%,2.08%,11.04%,73.75%,256.0,0.0002,533.333333333333,https://www.stadtwerke-amberg.de/files/STROM/Stromkennzeichnung/Stromkennzeichnung_AM%20%C3%96ko%20Strom%202017_.pdf,,,,,,,,,,,,,,,,,
True,,Stadtwerke Annaberg-Buchholz Energie AG,7.70%,23.50%,14.70%,1.40%,52.50%,0.10%,99.90%,39.60%,16.21%,49.47%,30.95%,2.95%,0.21%,83.37%,301.0,0.0002,633.684210526316,https://swa-b.de/files/swab/content/images/strom/stromkennzeichnung_2017_SWAB_Deutschland_web.jpg,,,,,,,,,,,,,,,,,
True,,Stadtwerke Aue GmbH,7.20%,25.00%,14.50%,0.40%,52.90%,0.00%,100.00%,39.90%,15.29%,53.08%,30.79%,0.85%,0.00%,84.71%,328.0,0.0002,696.390658174098,https://www.swaue.de/index.asp?katid_nr=40&seite=1040604000&bodystart=1,,,,,,,,,,,,,,,,,
True,,Stadtwerke Aurich GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.stadtwerke-aurich.de/stromkennzeichnung.html,,,,,,,,,,,,,,,,,
