,Firmenname,Stromkennzeichnung Atom,Kohle,Erdgas,sonst. Fossil,EEG Strom,Erneuerbare Energien,Check,Kohle und sonst. Fossile Energieträger,Stromeinkauf (ohne EEG) Atom,Kohle2,Erdgas2,sonst. Fossil 2,Erneuerbare Energien 2,Kohle und sonst. Fossile Energieträger 2,CO2 Emmision (g/KWh),Atommüll (g/kWh),Tatsächlicher CO2-Ausstoß (Stromeinkauf) ohne EEG,Link,Anmerkungen,Lichtblick Liste,Adresse,PLZ,Stadt,URL,Kontakt     (nur relevante Anbieter),RoWo-Kriterien,A,B,C,D,R,X,Eigene Kraftwerke/Anteile an Kraftwerken,Zertifizierung? (ein oder mehrer Tarife),Stromkennzeichung fehlt,Bemerkung,RoWo Liste
60,Econsum GmbH,6.60%,31.70%,7.40%,1.20%,52.90%,0.20%,100.00%,40.30%,14.01%,67.30%,15.71%,2.55%,0.42%,85.56%,358.0,0.0002,760.084925690021,https://www.econsum.com/service/stromkennzeichnung,,True,,,,,,,,,,,,,,,,,
61,EGF EnergieGesellschaft Frankenberg mbH,4.20%,5.10%,1.30%,0.20%,52.90%,36.30%,100.00%,6.60%,8.92%,10.83%,2.76%,0.42%,77.07%,14.01%,61.0,0.0001,129.511677282378,https://www.egf-frankenberg.de/de/Strom/Stromkennzeichnung/Stromkennzeichnung/2017-Stromkennzeichnung-der-EGF.pdf,,True,,,,,,,,,,,,,,,,,
62,EGT Energievertrieb GmbH,7.50%,22.50%,8.60%,1.20%,45.30%,15.00%,100.10%,32.30%,13.71%,41.13%,15.72%,2.19%,27.42%,59.05%,263.0,0.0002,480.80438756855597,https://www.egt.de/fileadmin/egt/Dokumente/Privat_Gewerbe/Strom/EGT_Tarifuebersicht_Strom_Web_01.pdf,,True,Schonacher Str. 2,78098,Triberg,https://www.egt.de,,A,,,,,,,,,,,True
63,EHINGER ENERGIE Stromvertrieb GmbH & Co. KG,16.16%,20.19%,5.25%,0.87%,52.94%,4.60%,100.01%,26.31%,34.34%,42.90%,11.16%,1.85%,9.77%,55.91%,222.0,0.0004,471.73820654483706,https://www.ehinger-energie.de/wp-content/uploads/2018/10/Stromkennzeichnung_2018.pdf,,True,,,,,,,,,,,,,,,,,
64,Eichenmüller GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.vertrieb.ew-eichenmueller.de/Infos/infos.html,nicht aktuell,True,,,,,,,,,,,,,,,,,
65,Eichsfelder Energie- und Wasserversorgungsgesellschaft mbH,5.60%,17.50%,6.90%,0.80%,52.90%,16.30%,100.00%,25.20%,11.89%,37.15%,14.65%,1.70%,34.61%,53.50%,201.0,0.0002,426.751592356688,https://www.ewb-duderstadt.de/de/Strom/Ausgezeichnet/Energiemix-2017.pdf,,True,Am Euzenberg 32,37115,Duderstadt,https://www.ewb-duderstadt.de,,A,,,,,,,,,,,True
66,Eichsfeldgas GmbH,10.90%,21.40%,13.10%,0.80%,52.90%,0.80%,99.90%,35.30%,23.14%,45.44%,27.81%,1.70%,1.70%,74.95%,249.0,0.0003,528.662420382166,https://www.eichsfeldwerke.de/energie/strom/stromzusammensetzung/,,True,,,,,,,,,,,,,,,,,
67,Einhorn Energie GmbH & Co. KG,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.einhorn-energie.de/site/assets/files/1862/ee_stromkennzeichnung_2017.pdf,,True,,,,,,,,,,,,,,,,,
68,eins energie in sachsen GmbH & Co. KG,7.70%,31.60%,7.50%,1.10%,48.60%,3.50%,100.00%,40.20%,14.98%,61.48%,14.59%,2.14%,6.81%,78.21%,435.0,0.0003,846.303501945525,https://www.eins.de/files/eins/content/dokumente/Privatkunden/Strom/eins_Stromkennzeichnung_2017.jpg,,True,Augustusburger Straße 1,09111,Chemnitz,https://www.eins.de,,A,,,,,,,,,,,True
69,Eisenacher Versorgungs-Betriebe GmbH,7.40%,30.40%,10.40%,1.00%,50.40%,0.40%,100.00%,41.80%,14.92%,61.29%,20.97%,2.02%,0.81%,84.27%,352.0,0.0002,709.677419354839,https://www.evb-energy.de/documents/68334/195505/evb_Stromkennzeichnung_2018.pdf/d364e5af-7057-f5bb-3762-efe635cc72bf,,True,,,,,,,,,,,,,,,,,
70,Elektra-Genossenschaft Effeltrich eG,18.10%,22.20%,5.70%,0.90%,52.90%,0.00%,99.80%,28.80%,38.43%,47.13%,12.10%,1.91%,0.00%,61.15%,243.0,0.0005,515.923566878981,https://elektra-effeltrich.de/endverbraucher/unser-strom/,,True,Hauptstr. 1,91090,Effeltrich,https://elektra-effeltrich.de/,,A,,,,,,,,,,,True
71,Elektra-Genossenschaft Pinzberg eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.elektra-pinzberg.de/,FEHLER Website wird neu erstellt,True,,,,,,,,,,,,,,,,,
72,Elektrizitäts- und Wasserversorgungsgenossenschaft Vagen eG,38.50%,47.20%,12.10%,2.00%,0.00%,0.20%,100.00%,61.30%,38.50%,47.20%,12.10%,2.00%,0.20%,61.30%,517.0,0.0011,517.0,https://www.ewg-vagen.de/pdf/180924_edg_informationsplficht_2018.pdf,FEHLER mit EEG,True,Lindenstraße 14,83620,Feldkirchen-Westerham,https://www.ewg-vagen.de/,,A,,,,,,,,,,,True
73,Elektrizitäts-Genossenschaft Dirmstein eG,8.60%,28.20%,8.90%,1.20%,52.90%,0.00%,99.80%,38.30%,18.26%,59.87%,18.90%,2.55%,0.00%,81.32%,322.0,0.0002,683.6518046709131,https://www.egdirmstein.de/_Resources/Persistent/39bd247468188b2ee1b22bdad1f05bd684014aba/2017_Stromkennzeichnung_EGD.pdf,,True,,,,,,,,,,,,,,,,,
74,Elektrizitätsgenossenschaft Engelsberg e.G.,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.eg-engelsberg.de/stromkennzeichnung,FEHLER Deutschland-Mix,True,Osnabrücker Straße 31a,49219,Glandorf,https://www.eg-engelsberg.de,,A,,,,,,,,,,,True
75,Elektrizitätsgenossenschaft Hasbergen eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.eg-hasbergen.de/media/download/veroeffentlichungen/Stromkennzeichnung_2017.pdf,FEHLER mit EEG,True,,,,,,,,,,,,,,,,,
76,Elektrizitätsgenossenschaft Karlstein eG,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,http://www.eg-karlstein.de/Veroffentlichungen/stromkennzeichnung2017.pdf,,True,Weitwiesenring 6,83435,Bad Reichenhall,https://www.eg-karlstein.de,,R?,,,?,,,,,,,,True
77,Elektrizitätsgenossenschaft Nordhalben und Umgebung eG,18.10%,22.20%,5.70%,0.90%,52.90%,0.10%,99.90%,28.80%,38.43%,47.13%,12.10%,1.91%,0.21%,61.15%,243.0,0.0005,515.923566878981,http://www.eg-nordhalben.de/downloads/Strommix.pdf,,True,,,,,,,,,,,,,,,,,
78,Elektrizitätsgenossenschaft Oesterweg eG,9.70%,34.40%,2.70%,0.30%,52.90%,0.00%,100.00%,37.40%,20.59%,73.04%,5.73%,0.64%,0.00%,79.41%,368.0,0.0003,781.3163481953289,http://www.eg-oesterweg.de/pdf/Stromkennzeichnung_2017.pdf,,True,,,,,,,,,,,,,,,,,
79,Elektrizitätsgenossenschaft Ohlstadt eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://ego-ohlstadt.de/Stromvertrieb/Stromkennzeichnung/stromkennzeichnung.html,nicht aktuell,True,Schwaigweg 7,82441,Ohlstadt,http://ego-ohlstadt.de,,A,,,,,,,,,,,True
80,Elektrizitätsgenossenschaft Rettenberg eG,7.10%,32.50%,5.70%,0.70%,52.90%,1.10%,100.00%,38.90%,15.07%,69.00%,12.10%,1.49%,2.34%,82.59%,352.0,0.0002,747.346072186837,http://www.eg-rettenberg.de/wp-content/uploads/2018/10/Stromkennzeichnung_EGR_Basisjahr_2017_.pdf,,True,Burgberger Str. 24,87549,Rettenberg,http://www.eg-rettenberg.de,,B,,"Netzbetreiber, Strom der Kooperation AllgäuStrom",,,,,,,,,True
81,Elektrizitäts-Genossenschaft Röthenbach eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.eg-roethenbach.de/,nicht aktuell,True,,,,,,,,,,,,,,,,,
82,Elektrizitäts-Genossenschaft Schlachters eG,0.00%,0.00%,0.00%,0.00%,48.40%,51.60%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.eg-schlachters.de/images/Dok71.pdf,,True,,,,,,,,,,,,,,,,,
83,Elektrizitäts-Genossenschaft Schonstett eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.eg-schonstett.de/index.php/content/view/19/34/,nicht aktuell,True,,,,,,,,,,,,,,,,,
84,Elektrizitäts-Genossenschaft Tacherting-Feichten e.G.,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://egtf.de/strom/vertrieb.html,nicht aktuell,True,Stefan-Flötzl-Str. 4,83342,Tacherting,https://egtf.de,,A,,,,,,,,,,,True
85,Elektrizitätsgenossenschaft Unterneukirchen eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.eg-unterneukirchen.de/index.php?id=26,FEHLER fehlerhafte Kennzeichnung,True,,,,,,,,,,,,,,,,,
86,Elektrizitäts-Genossenschaft Vogling & Angrenzer eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.eva-siegsdorf.de/wordpress/?page_id=131,nicht aktuell,True,Höpfling 2,83313,Siegsdorf,https://www.eva-siegsdorf.de,,A,,,,,,,,,,,True
87,Elektrizitäts-Genossenschaft Wolkersdorf und Umgebung eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.eg-wolkersdorf.de/,nicht vorhanden,True,Schmidhamer Str. 26,83278,Traunstein-Wolkersdorf,https://www.eg-wolkersdorf.de/,,A,,,,,,,,,,,True
88,Elektrizitätsgesellschaft Levern eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.eg-levern.de/desktopdefault.aspx/tabid-597.html,nicht aktuell,True,,,,,,,,,,,,,,,,,
89,Elektrizitätsvereinigung Böbing eG,6.40%,30.70%,7.20%,1.20%,52.90%,1.60%,100.00%,39.10%,13.59%,65.18%,15.29%,2.55%,3.40%,83.01%,346.0,0.0002,734.607218683652,https://ev-boebing.de//htmls/stromkennzeichnung.htm,,True,Riedelweg 2,82389,Böbing,https://ev-boebing.de,,A,,,,,,,,,,,True
90,Elektrizitätsversorgung (EVU) der Gemeinde Gochsheim,5.69%,23.98%,5.26%,0.91%,52.94%,11.23%,100.01%,30.15%,12.09%,50.96%,11.18%,1.93%,23.86%,64.07%,715.0,0.0004,1519.33701657459,https://evu.gochsheim.de/cms/front_content.php?idcat=44,,True,Am Plan 4-6,97469,Gochsheim,https://evu.gochsheim.de,,A,,,,,,,,,,,True
91,Elektrizitätsversorgung Rheinzabern,8.50%,28.30%,8.40%,1.30%,52.90%,0.60%,100.00%,38.00%,18.05%,60.08%,17.83%,2.76%,1.27%,80.68%,320.0,0.0002,679.405520169852,http://www.evu-rheinzabern.de/downloads/Strommix.pdf,,True,,,,,,,,,,,,,,,,,
92,Elektrizitäts-VersorgungGenossenschaft Perlesreut eG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.evg-perlesreut.de/,nicht vorhanden,True,,,,,,,,,,,,,,,,,
93,Elektrizitätswerk Aach GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.ew-aach.de/wir-ueber-uns/ew-aach-gmbh/publikationen/,nicht aktuell,True,,,,,,,,,,,,,,,,,
94,Elektrizitätswerk des Kantons Schaffhausen AG,4.10%,12.60%,4.70%,0.80%,52.90%,24.90%,100.00%,18.10%,8.70%,26.75%,9.98%,1.70%,52.87%,38.43%,148.0,0.0001,314.22505307855596,https://www.eks.ch/sites/default/files/2018-11/eks_stromkennzeichnung_2017_DE.pdf,,True,Rheinstr. 37,CH-8200 ,Schaffhausen,https://www.eks.ch,,A,,,,,,,,,,,True
95,Elektrizitätswerk Diessen Stadler GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.ew-diessen.de/netz/,nicht aktuell,True,,,,,,,,,,,,,,,,,
96,Elektrizitätswerk Gemeinde Glattbach,11.60%,27.60%,5.40%,0.80%,52.90%,1.70%,100.00%,33.80%,24.63%,58.60%,11.46%,1.70%,3.61%,71.76%,297.0,0.0003,630.573248407643,https://www.glattbach.de/stromkennzeichnung-2018,,True,Im Wiesengrund 3,63864,Glattbach,https://www.glattbach.de,,A,,,,,,,,,,,True
97,Elektrizitätswerk Georg Grandl e.K.,14.00%,17.00%,4.00%,1.00%,53.00%,11.00%,100.00%,22.00%,29.79%,36.17%,8.51%,2.13%,23.40%,46.81%,186.0,0.0004,395.744680851064,https://www.ew-grandl.de/veroeffentlichungen-nach-enwg-vertrieb/,,True,,,,,,,,,,,,,,,,,
98,Elektrizitätswerk Goldbach-Hösbach GmbH & Co. KG,10.80%,25.10%,5.10%,0.70%,52.90%,5.30%,99.90%,30.90%,22.93%,53.29%,10.83%,1.49%,11.25%,65.61%,271.0,0.0003,575.371549893843,https://www.ew-goldbach-hoesbach.de/downloads/formulare/20181029_EWG_Stromkennzeichnung_2017.pdf,,True,,,,,,,,,,,,,,,,,
99,Elektrizitätswerk Haimmerer,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.e-werk-haimmerer.de/,nicht vorhanden,True,,,,,,,,,,,,,,,,,
100,Elektrizitätswerk Hammermühle Versorgungsgesellschaft mbH,4.90%,22.10%,5.90%,0.50%,52.90%,13.70%,100.00%,28.50%,10.40%,46.92%,12.53%,1.06%,29.09%,60.51%,248.0,0.0001,526.539278131635,https://www.ewh.de/fileadmin/user_upload/PDF/RZ_EHV_Stromkennzeichen_2018_A4_Web.pdf,,True,Im Geisenborn 4,56242,Selters,https://www.ewh.de,,A,,,,,,,,,,,True
101,Elektrizitätswerk Hauenstein,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.energie-hauenstein.de/werk/,nicht aktuell,True,,,,,,,,,,,,,,,,,
102,Elektrizitätswerk Heinrich Schirmer,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.ew-schirmer.de/,nicht vorhanden,True,,,,,,,,,,,,,,,,,
103,Elektrizitätswerk Hindelang eG,7.50%,31.50%,6.70%,0.90%,52.90%,0.50%,100.00%,39.10%,15.92%,66.88%,14.23%,1.91%,1.06%,83.01%,347.0,0.0002,736.7303609341831,https://www.ewhindelang.de/download/energiemix_basis2017_allg%C3%A4ustrom_partner_ewh_.pdf,,True,Weidachstrasse 9,87541,Bad Hindelang,https://www.ewhindelang.de,,A,,,,,,,,,,,True
104,Elektrizitätswerk Kappelrodeck Gustav Ziegler KG,5.80%,27.80%,6.50%,1.10%,52.90%,5.90%,100.00%,35.40%,12.31%,59.02%,13.80%,2.34%,12.53%,75.16%,314.0,0.0002,666.666666666667,http://s439195908.website-start.de/strom-vertrieb/stromtarife/stromkennzeichnung/,,True,,,,,,,,,,,,,,,,,
105,Elektrizitätswerk Karl Stengle GmbH & Co KG,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.e-werk-stengle.de/cms/files/user-data/pdfs/Stromkennzeichnug_31102018_HP.pdf,,True,Niedere-Au-Straße 11,72108,Rottenburg a. N.,https://www.e-werk-stengle.de,,R,,,?,,,,x,,,,True
106,Elektrizitätswerk Landsberg GmbH,8.60%,31.10%,5.20%,0.50%,52.90%,1.70%,100.00%,36.80%,18.26%,66.03%,11.04%,1.06%,3.61%,78.13%,341.0,0.0002,723.9915074309979,https://www.ewlandsberg.de/media/7162/stromkennzeichnung_ewl.pdf,,True,,,,,,,,,,,,,,,,,
107,Elektrizitätswerk Leitlein GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://leitlein.com/w_strom.htm,nicht aktuell,True,,,,,,,,,,,,,,,,,
108,Elektrizitäts-Werk Mainbernheim GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,http://www.ewerk-mainbernheim.de/index.php/stromkennzeichnung.html,,True,Am Wehrbach 1,97350,Mainbernheim,http://www.ewerk-mainbernheim.de,,R?,,,?,,,,,RenewablePlus,,,True
109,Elektrizitätswerk Markt Obernzell,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.obernzell.de/index.php/rathaus/gemeindewerke,nicht aktuell,True,,,,,,,,,,,,,,,,,
110,Elektrizitätswerk Max Peißker,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://max-peissker.de/,nicht vorhanden,True,,,,,,,,,,,,,,,,,
111,Elektrizitätswerk Mittelbaden AG & Co. KG,8.60%,24.60%,7.20%,1.50%,50.80%,7.30%,100.00%,33.30%,17.48%,50.00%,14.63%,3.05%,14.84%,67.68%,275.0,0.0002,558.943089430894,https://webportal.e-werk-mittelbaden.de/csit/action/csShowProducts?fileID=d7e16ce0-a30f-11e5-a8d4-41b4ac1021e0%3Acb3ff16e%3AHBN&formReset.x=true,,True,,,,,,,,,,,,,,,,,
112,Elektrizitätswerk Müller Tauberrettersheim,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.mueller-muehle.de/html/energietrager-mix.html,nicht aktuell,True,,,,,,,,,,,,,,,,,
113,Elektrizitätswerk Oberwössen eG,6.60%,31.70%,7.40%,1.20%,52.90%,0.10%,99.90%,40.30%,14.01%,67.30%,15.71%,2.55%,0.21%,85.56%,358.0,0.0002,760.084925690021,https://www.ew-oberwoessen.de/app/download/5784545174/Stromkennzeichnung_Oberw%C3%B6ssen_2017.pdf,,True,Dorfstraße 28,83246,Oberwössen,https://www.ew-oberwoessen.de/,,?,,Internetseite funktioniert nicht,,,,,,,,,True
114,Elektrizitätswerk Ottenhöfen Moser GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.ew-ottenhoefen.de/stromtarife/,nicht aktuell,True,,,,,,,,,,,,,,,,,
115,Elektrizitäts-Werk Ottersberg,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.ewerk-ottersberg.de/veroeffentlichungen,nicht aktuell,True,Grüne Straße 24,28870,Ottersberg,https://www.ewerk-ottersberg.de,,?,,x,,,,,,,x,,True
116,Elektrizitätswerk Rieger GmbH & Co. KG,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,http://www.ewr-rieger.de/stromkennzeichnung/,,True,Friedrichstrasse 16,72805,Lichtenstein,https://www.ewr-rieger.de,,R?,,,?,,,,x,x,,,True
117,Elektrizitätswerk Rohmund GmbH,8.50%,24.00%,9.30%,1.40%,52.90%,3.90%,100.00%,34.70%,18.05%,50.96%,19.75%,2.97%,8.28%,73.67%,330.0,0.0003,700.636942675159,https://www.ew-rohmund.de/downloads/stromkennzeichnung-2017-ewr.pdf,,True,,,,,,,,,,,,,,,,,
118,Elektrizitätswerk Rosenmühle e.K.,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,Elektrizitätswerk Rosenmühle e.K.,FEHLER keine Website,True,,,,,,,,,,,,,,,,,
119,Elektrizitätswerk Schweiger GmbH,6.60%,31.70%,7.40%,1.20%,52.90%,0.20%,100.00%,40.30%,14.01%,67.30%,15.71%,2.55%,0.42%,85.56%,358.0,0.0002,760.084925690021,https://www.ew-schweiger.de/phocadownload/energiemix-website%202017.pdf,,True,,,,,,,,,,,,,,,,,
120,Elektrizitätswerk Tegernsee Vertriebs- und Service-KG,7.80%,29.50%,6.60%,1.00%,52.90%,2.10%,99.90%,37.10%,16.56%,62.63%,14.01%,2.12%,4.46%,78.77%,330.0,0.0002,700.636942675159,https://ewerk-tegernsee.de/wp-content/uploads/2018/10/EWS-Strommix-2017-1.pdf,,True,Hochfeldstraße 3,83684,Tegernsee,https://ewerk-tegernsee.de,,A,,,,,,,,,,,True
121,Elektrizitätswerk Wanfried von Scharfenberg KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.ewwanfried.de/strom/produktinformationen/,nicht aktuell,True,Unter der Tränke 1,37281,Wanfried,https://www.ewwanfried.de,,A,,,,,,,,,,,True
122,Elektrizitätswerk Weißenhorn AG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://www.ewag-weissenhorn.de/gewerbe/download-center/,nicht aktuell,True,,,,,,,,,,,,,,,,,
123,Elektrizitätswerk Wennenmühle Schörger KG,22.00%,27.00%,3.00%,3.00%,45.00%,0.00%,100.00%,33.00%,40.00%,49.09%,5.45%,5.45%,0.00%,60.00%,259.0,0.0006,470.90909090909105,https://www.wennenmuehle.de/energiemix.html,,True,,,,,,,,,,,,,,,,,
124,Elektrizitätswerke Reutte GmbH & Co KG,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.ewr-energie.com/service/downloads/#cat-7,,True,Lechhalde 1 1/2,87629,Füssen,https://www.ewr-energie.com,,R?,,Erdgas Unternehmen,?,,,,x,x,,,True
125,Elektrizitätswerke Schönau Vertriebs GmbH,0.00%,0.00%,0.00%,0.00%,52.90%,47.10%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.0,0.0,0.0,https://www.ews-schoenau.de/export/sites/ews/ews/energiedienstleistungen/.files/stromkennzeichnung-oekostrom-2017.pdf,,True,Friedrichstraße 53/55,79677,Schönau/Schw.,https://www.ews-schoenau.de/,,X,,,,,,,,,,,True
126,Elektro-Trück GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,Elektro-Trück GmbH,FEHLER keine Website,True,,,,,,,,,,,,,,,,,
127,Elogico - Eine Marke der ENSTROGA AG,3.98%,12.24%,4.58%,0.73%,52.94%,25.53%,100.00%,17.55%,8.46%,26.01%,9.73%,1.55%,54.25%,37.29%,143.0,0.0001,303.867403314917,https://www.elogico.de/unternehmen/stromkennzeichnung/,,True,,,,,,,,,,,,,,,,,
128,em.serv GmbH,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,http://www.emserv-gmbh.de/,nicht aktuell,True,,,,,,,,,,,,,,,,,
129,EMB - Energieversorgung Miltenberg-Bürgstadt GmbH & Co. KG,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.0,https://we-are-energy.de/strom/kennzeichnung/,nicht aktuell,True,Luitpoldstraße 17,63897,Miltenberg,https://we-are-energy.de,,A,,,,,,,,,,,True
130,EMB Energie Mark Brandenburg GmbH,4.10%,16.70%,4.20%,0.60%,44.40%,29.90%,99.90%,21.50%,7.37%,30.04%,7.55%,1.08%,53.78%,38.67%,189.0,0.0001,339.928057553957,https://www.emb-gmbh.de/Privatkunden/Strom/Seiten/default.aspx,,True,Großbeerenstraße 181 - 18,14482,Potsdam,https://www.emb-gmbh.de,,A,,,,,,,,,,,True
131,Emil Energie GmbH,13.50%,21.60%,11.80%,0.20%,52.90%,0.00%,100.00%,33.60%,28.66%,45.86%,25.05%,0.42%,0.00%,71.34%,261.0,0.0004,554.140127388535,https://www.emil-energie.de/wp-content/uploads/2012/08/Grafiken_Stromherkunft_EmilEnergie_2017_RZ.jpg,,True,,,,,,,,,,,,,,,,,
132,EMMA Energie - eine Marke von TWL Energie Deutschland GmbH,9.00%,27.20%,8.80%,2.00%,52.90%,0.10%,100.00%,38.00%,19.11%,57.75%,18.68%,4.25%,0.21%,80.68%,227.0,0.0002,481.953290870488,https://emma-energie.de/informationen/strommix,,True,,,,,,,,,,,,,,,,,
133,Emscher Lippe Energie GmbH,7.90%,30.50%,2.60%,0.20%,52.20%,6.60%,100.00%,33.30%,16.53%,63.81%,5.44%,0.42%,13.81%,69.67%,325.0,0.0002,679.916317991632,https://www.ele.de/Privatkunden/strom-erdgas/strom-fuer-den-haushalt/stromkennzeichnung.html,,True,Ebertstr.30,45879,Gelsenkirchen,https://www.ele.de,,A,,,,,,,,,x,,True
134,EnBW Energie Baden-Württemberg AG,17.70%,21.60%,2.50%,2.00%,52.90%,3.30%,100.00%,26.10%,37.58%,45.86%,5.31%,4.25%,7.01%,55.41%,208.0,0.0005,441.61358811040395,https://www.enbw.com/service/enbw-strommix,,True,Durlacher Allee 93,76131,Karlsruhe,https://www.enbw.com,,A,,,,,,,,,,,True
135,EnBW Ostwürttemberg DonauRies Aktiengesellschaft ODR,25.00%,23.60%,2.20%,2.20%,45.00%,2.00%,100.00%,28.00%,45.45%,42.91%,4.00%,4.00%,3.64%,50.91%,230.0,0.0007,418.181818181818,https://www.odr.de/privatkunden/service-kontakt/downloads/energietraegermix.html,,True,Unterer Brühl 2,73479,Ellwangen,https://www.enbw.com,,A,,,,,,,,,,,True
136,ener.my GmbH,33.60%,0.00%,0.00%,0.00%,52.90%,13.20%,99.70%,0.00%,71.34%,0.00%,0.00%,0.00%,28.03%,0.00%,2.0,0.0009,4.24628450106157,https://enermy.de/media/Stromkennzeichnung.pdf,FEHLER fehlerhafte Kennzeichnung,True,,,,,,,,,,,,,,,,,
137,enercity AG,0.00%,20.80%,11.70%,0.00%,45.70%,21.80%,100.00%,32.50%,0.00%,38.31%,21.55%,0.00%,40.15%,59.85%,242.0,0.0,445.672191528545,https://www.enercity.de/infothek/downloads/pflichtveroeffentlichungen/skz-oekostrom-pk-gk-11-18.pdf,,True,Ihmeplatz 2,30449,Hannover,https://www.enercity.de,,A,,,,,,,,,,,True
138,eneREGIO GmbH,9.22%,29.89%,6.42%,1.41%,52.94%,0.12%,100.00%,37.72%,19.59%,63.51%,13.64%,3.00%,0.25%,80.15%,330.0,0.0002,701.23246918827,https://www.eneregio.com/wp-content/uploads/2018/10/Strommix-f%C3%BCr-das-Bezugsjahr-2017-g%C3%BCltig-ab-01.11.2018.pdf,,True,,,,,,,,,,,,,,,,,
